dataset,dataset_variant,split_name,N,prior_mode,tau_mult,Tsplit,ari__mean,ari__std,ari__median,nmi__mean,nmi__std,nmi__median,f1_feature__mean,f1_feature__std,f1_feature__median,acc__mean,acc__std,acc__median,final_K__mean,final_K__std,final_K__median,selected_dims_count__mean,selected_dims_count__std,selected_dims_count__median,selected_dims_ratio__mean,selected_dims_ratio__std,selected_dims_ratio__median,wallclock_total_sec__mean,wallclock_total_sec__std,wallclock_total_sec__median,peak_memory_mb__mean,peak_memory_mb__std,peak_memory_mb__median,split_count__mean,split_count__std,split_count__median
synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,200,1,1.2,120,0.1267132544220855,0.2659553809668199,0.0,0.14322048046557362,0.29274819606346103,0.0,0.24049589788564765,0.03991130271326689,0.2352941176470588,0.42400000000000004,0.17556375360235202,0.335,1.35,0.5871429486123999,1.0,74.85,11.046671325264509,75.0,0.7485,0.11046671325264505,0.75,0.5030642626500252,0.05517525381235677,0.48731863300008627,468.0291015625,0.18211794422310312,468.12890625,0.35,0.5871429486123998,0.0
synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,200,1,1.2,160,0.0704322843588518,0.17222685343163846,0.0,0.08263733018271782,0.20210959142145923,0.0,0.2409563150097868,0.037378848007445335,0.23952954675846239,0.3845,0.12089469101573268,0.335,1.15,0.3663475485325234,1.0,74.55,10.797051254369114,73.5,0.7455,0.10797051254369117,0.735,0.5059613660500191,0.09209577053863345,0.4732433239998954,468.0291015625,0.18211794422310312,468.12890625,0.15,0.36634754853252327,0.0
synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,1000,1,1.0,80,0.6269596913555625,0.1973790952752887,0.6465530631397793,0.6692297154434776,0.17715729447362638,0.6835074507515104,0.26864781709121244,0.03462399276153229,0.27212143650499815,0.71655,0.12441123447324964,0.7415,4.0,0.0,4.0,65.6,9.53332106489212,63.5,0.6559999999999999,0.09533321064892121,0.635,1.448692506100008,0.19034926063370963,1.4006984535000129,482.2287109375,4.33910403188663,482.845703125,3.0,0.0,3.0
synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,1000,1,1.0,120,0.6706502892656224,0.2424306521960862,0.5274711130949081,0.6970165561327872,0.21149651546280163,0.5838353940351513,0.2689726727465558,0.0369397437940687,0.27587519025875185,0.81775,0.14317448868610047,0.772,3.0,0.0,3.0,65.65,10.038216448836128,62.5,0.6565000000000001,0.1003821644883613,0.625,1.1505721104499913,0.1392241328514484,1.1131001654999864,479.7943359375,4.397034699023383,480.49609375,2.0,0.0,2.0
synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,1000,1,1.0,160,0.46264435507019136,0.16325751189158721,0.5138230242049245,0.5575392910011676,0.2031967049410184,0.6050833602889532,0.2679284356396282,0.0374420181016478,0.273972602739726,0.6375500000000001,0.09064649382135674,0.667,2.0,0.0,2.0,66.0,10.336445484941034,63.0,0.6599999999999999,0.10336445484941036,0.63,0.977579933849961,0.14887043232670724,0.9196917525000572,475.0763671875,2.6060367557173776,475.025390625,1.0,0.0,1.0
synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,1000,1,1.05,80,0.6770488971474624,0.1809424797190736,0.7220394425167687,0.7127984971719236,0.16757915374375779,0.7622256826445285,0.26823390803748287,0.035445953868898664,0.27587519025875185,0.7441,0.11684533186630676,0.7965,4.0,0.0,4.0,65.8,9.97153844436095,62.5,0.658,0.09971538444360954,0.625,1.4465794754499712,0.23321730258600779,1.3835830679998935,482.4197265625,7.271771756491183,480.427734375,3.0,0.0,3.0
synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,1000,1,1.05,120,0.560894343022396,0.20481739349045566,0.5078677232407761,0.6091049065626793,0.1841255248151275,0.5749189658928795,0.269590744329803,0.03680710267419829,0.2778313717923982,0.7494,0.13511725901679078,0.7355,3.0,0.0,3.0,65.5,10.226384863108814,62.0,0.655,0.10226384863108814,0.62,1.1965298568000435,0.14633260752947916,1.1586359469999934,478.2998046875,4.059763492522874,477.88671875,2.0,0.0,2.0
synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,1000,1,1.05,160,0.4300109120683248,0.21580997577590613,0.5329967260050552,0.5181837282445091,0.2631144913555195,0.6369303130139152,0.2671947050993019,0.03535159801827909,0.273972602739726,0.61075,0.11593322715207549,0.667,2.0,0.0,2.0,66.1,10.031004567418906,63.0,0.661,0.10031004567418905,0.63,0.9920207329999926,0.132943780612261,0.9667439995000677,476.3482421875,4.434391189986526,473.75390625,1.0,0.0,1.0
synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,1000,1,1.1,80,0.6272545822561344,0.17691504245528675,0.588614022444383,0.6674114615518654,0.16820351250787755,0.6237242388996687,0.2678677764106711,0.03603654352397798,0.27587519025875185,0.7053499999999999,0.11241992471837102,0.6915,4.0,0.0,4.0,65.95,10.174658923547575,62.5,0.6595,0.10174658923547578,0.625,1.411202266949965,0.16062456202102285,1.3768993244998455,482.0255859375,5.546365842985359,480.810546875,3.0,0.0,3.0
synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,1000,1,1.1,120,0.6764532644523994,0.24404791835549616,0.5395057402728449,0.7012312019671832,0.2164901299784306,0.597557143474911,0.2698509899330825,0.036242286626450154,0.2777777777777777,0.8247500000000001,0.14191875919175137,0.761,3.0,0.0,3.0,65.4,10.16391967490371,62.0,0.654,0.1016391967490371,0.62,1.1586704741499942,0.1444097518250093,1.116821585999901,480.442578125,5.2088591411531375,479.921875,2.0,0.0,2.0
synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,1000,1,1.1,160,0.46231179995935784,0.15947265986786946,0.5090799452155148,0.5522415095700879,0.19583985923185718,0.5974151474275328,0.26633782222999447,0.035134850009439306,0.27587519025875185,0.63775,0.0906078159751656,0.667,2.0,0.0,2.0,66.35,10.132153093779698,62.5,0.6635,0.10132153093779697,0.625,1.010175711250008,0.17411317029759873,0.957938305500079,476.7615234375,4.048405830876093,476.48828125,1.0,0.0,1.0
synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,1000,1,1.2,80,0.46151984812530034,0.2599894198590292,0.5638640434785119,0.5646881406449109,0.3018547783351944,0.7063876546850866,0.26596649634474073,0.03543367475919263,0.273972602739726,0.61385,0.16216926667106682,0.667,1.95,0.6863327411532597,2.0,66.45,10.0024996875781,63.0,0.6645,0.10002499687578101,0.63,1.1474881497000182,0.2815929931504228,1.1733495114999641,476.2146484375,4.50929709284876,474.8359375,0.95,0.6863327411532597,1.0
synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,1000,1,1.2,120,0.29842948333050423,0.32011729615763124,0.24987777778298284,0.35629352346404136,0.37164836760571746,0.2846131801904264,0.2646238172965823,0.03394222002020588,0.27212143650499815,0.5184,0.20190550160643808,0.5005000000000001,1.6,0.6805570473787206,1.5,66.75,9.705532876717928,63.5,0.6675,0.09705532876717933,0.635,0.9753850104999856,0.30710636345530873,0.9100894074999815,474.4794921875,5.040961219666544,474.390625,0.6,0.6805570473787206,0.5
synthetic_correlated_noise,rho0.6_block10_noise3,correlated_noise,1000,1,1.2,160,0.19018863976213415,0.26641217050604693,0.0,0.23284434793806863,0.32694298087435675,0.0,0.2659717799850372,0.03691155510918268,0.2702702702702703,0.45055000000000006,0.16295704148155443,0.334,1.35,0.48936048492959294,1.0,66.55,10.404831873499422,64.0,0.6655,0.10404831873499419,0.64,0.8781356655499962,0.19376402142015878,0.7843141509998759,474.2890625,2.575256016810293,474.263671875,0.35,0.4893604849295929,0.0
synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,1,1.0,80,0.871368487263352,0.014700234344878509,0.8714301520508296,0.8974785687155571,0.01251067751969124,0.9004444262640662,0.7618960633687852,0.09601322346412594,0.7692307692307693,0.86725,0.027264542232685582,0.86,4.0,0.0,4.0,16.65,3.3915529745158586,16.0,0.1665,0.03391552974515859,0.16,0.8159164797000017,1.0369427763350754,0.5427616760000546,467.191015625,0.04535820347105338,467.1953125,3.0,0.0,3.0
synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,1,1.0,120,0.9663079773523877,0.0909532479671036,0.9850002045202747,0.9644181152581753,0.06708568511969183,0.976344913859004,0.757652808211279,0.09541623559540514,0.7692307692307693,0.9855,0.044923912282178194,0.995,3.0,0.0,3.0,16.8,3.4274434234648763,16.0,0.16799999999999998,0.034274434234648765,0.16,0.5542012357000032,0.09015128905437697,0.5221174470000278,467.1982421875,0.017737309199636613,467.1953125,2.0,0.0,2.0
synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,1,1.0,160,0.5182448739499625,0.03223389397405751,0.5245873351399473,0.6230319183545661,0.05001912981811779,0.6306093198893732,0.7495407074659384,0.09036849529019766,0.7407407407407407,0.665,0.0,0.665,2.0,0.0,2.0,17.05,3.2359005904970175,17.0,0.1705,0.03235900590497018,0.17,0.5199461403000043,0.06992583146498921,0.49528727949996204,467.1986328125,0.016969072204811815,467.1953125,1.0,0.0,1.0
synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,1,1.05,80,0.8656793003501845,0.009061683155697393,0.8668430955338384,0.8943327026367163,0.012536228146287675,0.8916403727261695,0.7696371473076871,0.11151863054427179,0.754985754985755,0.8567499999999999,0.02040865399517417,0.8574999999999999,4.0,0.0,4.0,16.5,3.7766596212442596,16.5,0.165,0.0377665962124426,0.165,0.5878301771999759,0.09929394713522353,0.552105251500052,467.198828125,0.016470737920581447,467.1953125,3.0,0.0,3.0
synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,1,1.05,120,0.9726004822330359,0.06542133819340168,0.9850007840499246,0.9678032815952907,0.060155262385741086,0.976345466080295,0.7481550564138315,0.08881869809483087,0.754985754985755,0.99,0.025443435716361724,0.995,3.0,0.0,3.0,17.1,3.3070896729999864,16.5,0.17099999999999999,0.03307089672999986,0.165,0.5401581265499772,0.06619338472354112,0.5151920314999643,467.198828125,0.016470737920581447,467.1953125,2.0,0.0,2.0
synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,1,1.05,160,0.5059333417796779,0.049194065686508345,0.5169349320300543,0.6110413362025506,0.07733754991572177,0.6128715376284157,0.7524914004934289,0.09462589084699936,0.754985754985755,0.6652500000000001,0.001118033988749899,0.665,2.0,0.0,2.0,17.0,3.5688712648767758,16.5,0.16999999999999998,0.03568871264876775,0.165,0.5172541387000251,0.06733054148100993,0.4937700440000299,467.19921875,0.01608093031828638,467.1953125,1.0,0.0,1.0
synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,1,1.1,80,0.8682074023459521,0.0072909462876800685,0.8682082736708626,0.896854881802739,0.009553045579835547,0.8946207460655529,0.771321765995679,0.09760145830931644,0.754985754985755,0.8612500000000001,0.01812783553137639,0.8574999999999999,4.0,0.0,4.0,16.35,3.5433406776507868,16.5,0.1635,0.03543340677650786,0.165,0.567253966200019,0.06859460798942833,0.5476920050000444,467.199609375,0.015464845333857963,467.1953125,3.0,0.0,3.0
synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,1,1.1,120,0.9880124974175637,0.01241166877026412,0.9850007840499246,0.9818187863701846,0.01783110992083536,0.976345466080295,0.748026298320416,0.09451699228051329,0.754985754985755,0.9960000000000001,0.004167543767332448,0.995,3.0,0.0,3.0,17.15,3.4834193727307357,16.5,0.1715,0.03483419372730735,0.165,0.52995629010004,0.060375294107953975,0.5129109225000548,467.2,0.01459385389631236,467.1953125,2.0,0.0,2.0
synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,1,1.1,160,0.5166780384278857,0.04938388076436994,0.5373571637855259,0.6291449073403731,0.07864636321593202,0.6548417441944333,0.7422041033678964,0.08985622673337591,0.7417582417582418,0.6655,0.0015389675281277375,0.665,2.0,0.0,2.0,17.35,3.5433406776507863,17.0,0.17350000000000002,0.035433406776507866,0.16999999999999998,0.5053110416999687,0.056370546806705425,0.4861737339999195,467.200390625,0.014118355810992746,467.1953125,1.0,0.0,1.0
synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,1,1.2,80,0.8708397377509483,0.011580262125811236,0.8716158768099539,0.898267196890604,0.012570329271172308,0.9045990523964584,0.7754790298961963,0.0939205892773397,0.754985754985755,0.86675,0.023071684628109573,0.865,4.0,0.0,4.0,16.15,3.1668513334889994,16.5,0.1615,0.03166851333488999,0.165,0.5664424892000056,0.07789566298901149,0.5440585694999527,467.200390625,0.014118355810992746,467.1953125,3.0,0.0,3.0
synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,1,1.2,120,0.9857857989489427,0.01313916581618551,0.9850002045202747,0.9790167278743471,0.0175667447782352,0.976344913859004,0.7726057718204292,0.10770140750054012,0.7846153846153847,0.9952500000000001,0.004435206041615076,0.995,3.0,0.0,3.0,16.4,3.939008691750274,15.5,0.164,0.039390086917502745,0.155,0.5219408722500531,0.059993489085601766,0.5038225730000363,467.200390625,0.014118355810992746,467.1953125,2.0,0.0,2.0
synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,200,1,1.2,160,0.5141207090028125,0.045612470155688783,0.5277292215511107,0.6229712620624316,0.07396437101178412,0.6363674090614306,0.7519623482741924,0.09779085520306761,0.754985754985755,0.6655,0.0015389675281277375,0.665,2.0,0.0,2.0,17.05,3.720144309594794,16.5,0.1705,0.03720144309594794,0.165,0.5347834987499709,0.10324684273770625,0.4982750274999716,467.200390625,0.014118355810992746,467.1953125,1.0,0.0,1.0
synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,1000,1,1.0,80,0.8780828646340104,0.016593415498785447,0.8717579424673305,0.900019082815126,0.00872672690305396,0.9001691549453091,0.9880952380952381,0.021155317062824704,1.0,0.8749499999999999,0.032308504664936316,0.8665,4.0,0.0,4.0,10.25,0.4442616583193192,10.0,0.10250000000000001,0.00444261658319319,0.1,1.3371035983999946,0.15084896618682464,1.3223912229999542,481.8935546875,5.928353015765065,482.658203125,3.0,0.0,3.0
synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,1000,1,1.0,120,0.9884997123319691,0.008947654281128615,0.9910157929132088,0.9790961250172849,0.013864653991992874,0.9820418214989897,0.9883116883116884,0.02547945642637803,1.0,0.9961499999999999,0.003013565819319094,0.997,3.0,0.0,3.0,10.25,0.5501196042201808,10.0,0.10250000000000001,0.005501196042201805,0.1,1.041841594999994,0.09011739636950417,1.0157673735000117,479.8083984375,5.008550536508066,479.029296875,2.0,0.0,2.0
synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,1000,1,1.0,160,0.5114864549425014,0.044765278997451405,0.5305286776334912,0.6117025018401889,0.06927845696586467,0.6325415210385738,0.9883116883116884,0.02547945642637803,1.0,0.6669,0.0003077935056255527,0.667,2.0,0.0,2.0,10.25,0.5501196042201809,10.0,0.10250000000000001,0.005501196042201805,0.1,0.9614039565999974,0.16043872408640378,0.9101689679999936,476.4701171875,5.165110303035561,475.537109375,1.0,0.0,1.0
synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,1000,1,1.05,80,0.8836346896720905,0.015928447247718525,0.8822457353518234,0.9033273779653846,0.007848058550635263,0.9043341885048152,0.9880952380952381,0.021155317062824704,1.0,0.8886,0.028113304585851238,0.89,4.0,0.0,4.0,10.25,0.4442616583193192,10.0,0.10250000000000001,0.00444261658319319,0.1,1.3561173108499929,0.13763731186703132,1.3505111734999673,480.0302734375,5.793814953406513,479.857421875,3.0,0.0,3.0
synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,1000,1,1.05,120,0.9853834146318581,0.009784775954718255,0.9880241988062703,0.9747450944573088,0.014364815633144061,0.9779720981851955,0.9887163561076605,0.0316244138840509,1.0,0.9951000000000001,0.0033070896730000073,0.996,3.0,0.0,3.0,10.25,0.7163503994113789,10.0,0.10250000000000001,0.0071635039941137894,0.1,1.0800464811999972,0.17065472786577948,1.0311963195000544,480.1263671875,4.433229787221386,480.177734375,2.0,0.0,2.0
synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,1000,1,1.05,160,0.5206055198598916,0.03518273525986052,0.5353428577679876,0.6229849059191275,0.05675024542432378,0.6405940567920805,0.9811688311688312,0.0278885437673725,1.0,0.667,0.0,0.667,2.0,0.0,2.0,10.4,0.5982430416161189,10.0,0.10400000000000001,0.005982430416161184,0.1,0.9215880293999816,0.10080244356311255,0.8996332734999442,474.671484375,4.087582082766942,474.392578125,1.0,0.0,1.0
synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,1000,1,1.1,80,0.8771472863982444,0.013399676363740565,0.8743618516921525,0.9003639670391346,0.009831167310800004,0.9006041122478731,0.9883116883116884,0.025479456426378028,1.0,0.877,0.02517517574286646,0.8765000000000001,4.0,0.0,4.0,10.25,0.5501196042201808,10.0,0.10250000000000001,0.005501196042201806,0.1,1.3504133121000108,0.17950919479285316,1.3249810050001543,480.49453125,5.272260376663692,481.38671875,3.0,0.0,3.0
synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,1000,1,1.1,120,0.9901204643946002,0.005744700334123861,0.9910316218247698,0.9817988431702636,0.009334471546964006,0.9835424500771804,0.9835497835497836,0.027328545771258365,1.0,0.9967,0.0019221698265515738,0.997,3.0,0.0,3.0,10.35,0.5871429486123999,10.0,0.10350000000000001,0.0058714294861239935,0.1,1.122110376500018,0.14655148516352534,1.0966162240000585,477.583203125,4.039892756244811,477.125,2.0,0.0,2.0
synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,1000,1,1.1,160,0.5145946297318833,0.04724585193911948,0.5280725794170046,0.6186066464311611,0.07524526356853947,0.6281217513635398,0.9863354037267081,0.03251034635018581,1.0,0.66695,0.00022360679774997865,0.667,2.0,0.0,2.0,10.3,0.7326950970650465,10.0,0.10300000000000001,0.007326950970650464,0.1,0.9204463150000037,0.13752486459360766,0.8869011435000402,476.4005859375,3.756648752902028,476.490234375,1.0,0.0,1.0
synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,1000,1,1.2,80,0.8846287008975329,0.013742670284501324,0.884195837047659,0.9028934882688974,0.009151204457530131,0.9054653741712797,0.9906926406926407,0.024134569502862836,1.0,0.8913500000000001,0.027271104816173834,0.9005000000000001,4.0,0.0,4.0,10.2,0.5231483637805968,10.0,0.10200000000000001,0.005231483637805966,0.1,1.321978106600045,0.13773988738342335,1.2926430715000379,479.934765625,4.545915839921962,478.90234375,3.0,0.0,3.0
synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,1000,1,1.2,120,0.9890764758344501,0.006992737589698568,0.9909955499169018,0.9797582497574995,0.011142884941285281,0.982037701440818,0.9883116883116884,0.025479456426378028,1.0,0.99635,0.0023457688673327133,0.997,3.0,0.0,3.0,10.25,0.5501196042201808,10.0,0.10250000000000001,0.005501196042201806,0.1,1.0812187588500137,0.1224666262746952,1.0242654464999532,477.3548828125,3.8965546363702037,477.31640625,2.0,0.0,2.0
synthetic_heavy_tail_signal,t_df5_noise3,heavy_tail_signal,1000,1,1.2,160,0.5172646232062932,0.039081389299273565,0.536605053742379,0.618449724681023,0.060292668570436796,0.642921460231785,0.9883116883116884,0.025479456426378014,1.0,0.66695,0.00022360679774997865,0.667,2.0,0.0,2.0,10.25,0.5501196042201809,10.0,0.10250000000000001,0.005501196042201808,0.1,0.9606385843499539,0.14072728412786684,0.9302619564999759,474.6140625,3.723536136315829,474.8984375,1.0,0.0,1.0
